customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,row_status,row_error,score_probability,prediction,threshold,model_name,model_version
3069-SSVSN,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,One year,No,Mailed check,25.85,25.85,No,success,,0.10436090040308259,0.0,0.31,churn_hist_gradient_boosting,v1
5222-IMUKT,Male,0,No,No,32,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,91.05,2871.5,No,success,,0.4559998692532712,1.0,0.31,churn_hist_gradient_boosting,v1
6685-XSHHU,Male,0,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.95,1270.55,No,success,,0.011521081968476196,0.0,0.31,churn_hist_gradient_boosting,v1
8901-UPRHR,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.2,7711.45,No,success,,0.045558127819605075,0.0,0.31,churn_hist_gradient_boosting,v1
0118-JPNOY,Female,1,No,No,26,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.8,2193.65,No,success,,0.4211300125479388,1.0,0.31,churn_hist_gradient_boosting,v1
3845-FXCYS,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.65,31.2,No,success,,0.4282183545108681,1.0,0.31,churn_hist_gradient_boosting,v1
5857-XRECV,Female,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.5,38.25,No,success,,0.05249940977845875,0.0,0.31,churn_hist_gradient_boosting,v1
0725-CXOTM,Female,0,No,No,36,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),89.65,3348.1,No,success,,0.1393623004990771,0.0,0.31,churn_hist_gradient_boosting,v1
4343-EJVQB,Male,0,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,74.35,533.6,No,success,,0.4219380574948078,1.0,0.31,churn_hist_gradient_boosting,v1
9000-PLFUZ,Female,1,Yes,No,60,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),49.45,2907.55,No,success,,0.045892508806216314,0.0,0.31,churn_hist_gradient_boosting,v1
3427-GGZZI,Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.1,1620.8,No,success,,0.6051511413981551,1.0,0.31,churn_hist_gradient_boosting,v1
7779-ORAEL,Male,1,Yes,No,45,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),75.15,3480.35,No,success,,0.026167344243714898,0.0,0.31,churn_hist_gradient_boosting,v1
0644-OQMDK,Male,1,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.65,293.85,No,success,,0.661003833338226,1.0,0.31,churn_hist_gradient_boosting,v1
3154-CFSZG,Male,0,Yes,Yes,47,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,90.05,4137.2,No,success,,0.2289987256109012,0.0,0.31,churn_hist_gradient_boosting,v1
2220-IAHLS,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.4,19.4,No,success,,0.32679821139531234,1.0,0.31,churn_hist_gradient_boosting,v1
1658-XUHBX,Female,1,Yes,Yes,59,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),88.75,5348.65,No,success,,0.2892791479911812,0.0,0.31,churn_hist_gradient_boosting,v1
2378-HTWFW,Male,1,No,No,35,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),91.0,3180.5,No,success,,0.30349681730285283,0.0,0.31,churn_hist_gradient_boosting,v1
4377-VDHYI,Male,0,Yes,Yes,32,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,90.8,3023.85,No,success,,0.12182395468718514,0.0,0.31,churn_hist_gradient_boosting,v1
3719-TDVQB,Female,1,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.95,1031.1,No,success,,0.027125655657295578,0.0,0.31,churn_hist_gradient_boosting,v1
0201-MIBOL,Female,1,No,No,66,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),102.4,6471.85,No,success,,0.12358677530676032,0.0,0.31,churn_hist_gradient_boosting,v1
4937-QPZPO,Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.9,6241.35,No,success,,0.3110454195019031,1.0,0.31,churn_hist_gradient_boosting,v1
2925-VDZHY,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.7,6501.35,No,success,,0.013021402053890636,0.0,0.31,churn_hist_gradient_boosting,v1
6981-TDRFT,Male,0,Yes,Yes,44,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,54.3,2317.1,No,success,,0.14109739067785687,0.0,0.31,churn_hist_gradient_boosting,v1
3413-CSSTH,Male,0,No,No,41,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.7,2237.55,No,success,,0.1611485502975893,0.0,0.31,churn_hist_gradient_boosting,v1
8033-VCZGH,Male,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.95,5231.3,No,success,,0.3160637677769364,1.0,0.31,churn_hist_gradient_boosting,v1
0224-NIJLP,Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,165.5,No,success,,0.02034325342047445,0.0,0.31,churn_hist_gradient_boosting,v1
7542-CYDDM,Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,358.5,No,success,,0.04965074086549584,0.0,0.31,churn_hist_gradient_boosting,v1
4718-WXBGI,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),91.95,6614.9,No,success,,0.009581298178375287,0.0,0.31,churn_hist_gradient_boosting,v1
8495-PRWFH,Female,1,No,No,42,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,55.65,2421.75,No,success,,0.2163009548414351,0.0,0.31,churn_hist_gradient_boosting,v1
0439-IFYUN,Female,1,No,No,18,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,1294.6,No,success,,0.537638752587379,1.0,0.31,churn_hist_gradient_boosting,v1
5716-LIBJC,Female,0,No,Yes,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.15,1299.1,No,success,,0.4005313053445078,1.0,0.31,churn_hist_gradient_boosting,v1
2868-LLSKM,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),83.65,5733.4,No,success,,0.06489064384320076,0.0,0.31,churn_hist_gradient_boosting,v1
2988-QRAJY,Male,0,No,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),110.05,7430.75,No,success,,0.08516969629975414,0.0,0.31,churn_hist_gradient_boosting,v1
0071-NDAFP,Male,0,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.5,630.6,No,success,,0.016124950713738807,0.0,0.31,churn_hist_gradient_boosting,v1
7328-ZJAJO,Female,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.5,1222.65,No,success,,0.016691565638957597,0.0,0.31,churn_hist_gradient_boosting,v1
6458-CYIDZ,Female,1,No,No,5,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,80.7,374.8,No,success,,0.5298194427618957,1.0,0.31,churn_hist_gradient_boosting,v1
1090-PYKCI,Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),105.1,7234.8,No,success,,0.08989182072512727,0.0,0.31,churn_hist_gradient_boosting,v1
3058-WQDRE,Male,0,No,No,13,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.15,331.85,No,success,,0.21973894944724753,0.0,0.31,churn_hist_gradient_boosting,v1
2279-AXJJK,Male,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.65,5088.4,No,success,,0.23355415876718524,0.0,0.31,churn_hist_gradient_boosting,v1
0909-SELIE,Male,0,Yes,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),80.8,4860.85,No,success,,0.016411897196362362,0.0,0.31,churn_hist_gradient_boosting,v1
3417-TSCIC,Male,0,No,No,29,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,24.85,788.05,No,success,,0.030723177638127718,0.0,0.31,churn_hist_gradient_boosting,v1
1042-HFUCW,Female,0,No,Yes,25,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),54.75,1266.35,No,success,,0.061331571418751236,0.0,0.31,churn_hist_gradient_boosting,v1
6537-OTKMY,Male,0,No,No,15,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,50.75,688.2,No,success,,0.1604396464105603,0.0,0.31,churn_hist_gradient_boosting,v1
8999-EXMNO,Female,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,387.7,No,success,,0.01314488991125673,0.0,0.31,churn_hist_gradient_boosting,v1
6725-TPKJO,Male,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.05,845.25,No,success,,0.00965101715914766,0.0,0.31,churn_hist_gradient_boosting,v1
7162-WPHPM,Male,0,Yes,Yes,58,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),71.6,4230.25,No,success,,0.0207923671504721,0.0,0.31,churn_hist_gradient_boosting,v1
1599-MMYRQ,Male,0,Yes,Yes,62,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),81.45,4983.05,No,success,,0.048351475667637825,0.0,0.31,churn_hist_gradient_boosting,v1
8821-KVZKQ,Female,0,Yes,Yes,70,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),58.4,4113.15,No,success,,0.06647257972341128,0.0,0.31,churn_hist_gradient_boosting,v1
6434-TTGJP,Male,0,Yes,Yes,10,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),53.7,521.0,No,success,,0.028882184814444975,0.0,0.31,churn_hist_gradient_boosting,v1
0042-JVWOJ,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.6,471.85,No,success,,0.029550531797751137,0.0,0.31,churn_hist_gradient_boosting,v1
0130-SXOUN,Male,0,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),89.4,5976.9,No,success,,0.22463274853874918,0.0,0.31,churn_hist_gradient_boosting,v1
2330-PQGDQ,Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),84.2,4299.75,No,success,,0.0607371927676186,0.0,0.31,churn_hist_gradient_boosting,v1
1452-UZOSF,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),106.1,7548.6,No,success,,0.01984966851920684,0.0,0.31,churn_hist_gradient_boosting,v1
2097-YVPKN,Male,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,1654.75,No,success,,0.008021228573088587,0.0,0.31,churn_hist_gradient_boosting,v1
8597-CTXVJ,Male,0,No,Yes,70,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),64.95,4551.5,No,success,,0.025105355406778267,0.0,0.31,churn_hist_gradient_boosting,v1
6631-HMANX,Male,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.45,6227.5,No,success,,0.01105553493240383,0.0,0.31,churn_hist_gradient_boosting,v1
9962-BFPDU,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,No,success,,0.3323144638002329,1.0,0.31,churn_hist_gradient_boosting,v1
6394-HHHZM,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,57.5,No,success,,0.13082434756568687,0.0,0.31,churn_hist_gradient_boosting,v1
5995-LFTLE,Male,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.3,1474.35,No,success,,0.01937260736401898,0.0,0.31,churn_hist_gradient_boosting,v1
1932-UEDCX,Male,1,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.6,3270.25,No,success,,0.46080866302261975,1.0,0.31,churn_hist_gradient_boosting,v1
5188-HGMLP,Male,1,Yes,No,54,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.0,3919.15,No,success,,0.3357589850773226,1.0,0.31,churn_hist_gradient_boosting,v1
0665-XHDJU,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,99.4,7285.7,No,success,,0.08452980017395685,0.0,0.31,churn_hist_gradient_boosting,v1
8265-HKSOW,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),107.45,7658.3,No,success,,0.020512109568781207,0.0,0.31,churn_hist_gradient_boosting,v1
3544-FBCAS,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),83.6,5959.3,No,success,,0.010776222274939845,0.0,0.31,churn_hist_gradient_boosting,v1
5331-RGMTT,Male,1,Yes,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.05,5295.7,No,success,,0.42446346115521405,1.0,0.31,churn_hist_gradient_boosting,v1
4759-PXTAN,Female,0,Yes,No,59,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,80.1,4693.2,No,success,,0.15213602473854687,0.0,0.31,churn_hist_gradient_boosting,v1
7054-DMVAS,Male,0,No,No,54,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),65.3,3512.9,No,success,,0.027068613838911806,0.0,0.31,churn_hist_gradient_boosting,v1
3428-MMGUB,Male,0,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,89.55,5231.2,No,success,,0.08455592948889017,0.0,0.31,churn_hist_gradient_boosting,v1
6549-BTYPG,Female,0,Yes,No,60,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),60.8,3603.45,No,success,,0.018937242498697306,0.0,0.31,churn_hist_gradient_boosting,v1
7823-JSOAG,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.5,217.45,No,success,,0.6488127801929751,1.0,0.31,churn_hist_gradient_boosting,v1
3705-RHRFR,Female,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),99.15,6875.35,No,success,,0.08860413915421686,0.0,0.31,churn_hist_gradient_boosting,v1
9374-YOLBJ,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.25,19.25,No,success,,0.36024720722266007,1.0,0.31,churn_hist_gradient_boosting,v1
9074-KGVOX,Male,0,Yes,Yes,50,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),39.45,2021.35,No,success,,0.1822669644151097,0.0,0.31,churn_hist_gradient_boosting,v1
6128-DAFVY,Female,0,No,No,56,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),44.85,2564.95,No,success,,0.24531391124713153,0.0,0.31,churn_hist_gradient_boosting,v1
9933-QRGTX,Female,0,Yes,No,60,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,97.2,5611.75,No,success,,0.09647630525512847,0.0,0.31,churn_hist_gradient_boosting,v1
4476-OSWTN,Male,1,Yes,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,110.55,7610.1,No,success,,0.1534694420357377,0.0,0.31,churn_hist_gradient_boosting,v1
5066-GFJMM,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.9,45.75,No,success,,0.19636132774904613,0.0,0.31,churn_hist_gradient_boosting,v1
2661-GKBTK,Male,0,Yes,Yes,60,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),76.95,4543.95,No,success,,0.023673466429673124,0.0,0.31,churn_hist_gradient_boosting,v1
0458-HEUZG,Female,0,No,No,13,No,No phone service,DSL,No,No,Yes,Yes,No,No,Two year,No,Mailed check,35.4,450.4,No,success,,0.02971588866894801,0.0,0.31,churn_hist_gradient_boosting,v1
7268-WNTCP,Male,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.45,1297.35,No,success,,0.007176916448195959,0.0,0.31,churn_hist_gradient_boosting,v1
0824-VWDPO,Female,0,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),96.75,4442.75,No,success,,0.10626188977559181,0.0,0.31,churn_hist_gradient_boosting,v1
8409-WQJUX,Female,0,No,No,25,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,54.2,1423.15,No,success,,0.12284530557322429,0.0,0.31,churn_hist_gradient_boosting,v1
2578-JQPHZ,Male,0,No,No,44,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),100.1,4378.35,No,success,,0.0742654196240421,0.0,0.31,churn_hist_gradient_boosting,v1
3278-FSIXX,Female,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.25,74.2,No,success,,0.5159722782231083,1.0,0.31,churn_hist_gradient_boosting,v1
9746-UGFAC,Female,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.85,450.65,No,success,,0.03225591365356675,0.0,0.31,churn_hist_gradient_boosting,v1
2946-KIQSP,Female,0,No,No,35,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,33.45,1175.85,No,success,,0.16641550566124488,0.0,0.31,churn_hist_gradient_boosting,v1
0625-AFOHS,Female,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,558.8,No,success,,0.008764638027708552,0.0,0.31,churn_hist_gradient_boosting,v1
6726-WEXXK,Male,1,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,85.9,2220.1,No,success,,0.14159130543910334,0.0,0.31,churn_hist_gradient_boosting,v1
4636-OLWOE,Male,0,No,Yes,54,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,61.0,3283.05,No,success,,0.061801081266229956,0.0,0.31,churn_hist_gradient_boosting,v1
4685-ERGHK,Male,0,No,No,57,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,86.9,4939.25,No,success,,0.18798315225688852,0.0,0.31,churn_hist_gradient_boosting,v1
0885-HMGPY,Male,0,No,No,62,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),69.4,4237.5,No,success,,0.014528202250384177,0.0,0.31,churn_hist_gradient_boosting,v1
5003-OKNNK,Female,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.35,335.95,No,success,,0.036112082132108356,0.0,0.31,churn_hist_gradient_boosting,v1
7208-PSIHR,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.3,7188.5,No,success,,0.1602961031225407,0.0,0.31,churn_hist_gradient_boosting,v1
4012-ZTHBR,Female,0,Yes,Yes,21,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.95,926.25,No,success,,0.34919093559683256,1.0,0.31,churn_hist_gradient_boosting,v1
0489-WMEMG,Female,0,No,Yes,23,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,49.45,1119.35,No,success,,0.11400010340105138,0.0,0.31,churn_hist_gradient_boosting,v1
7435-ZNUYY,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,116.6,No,success,,0.037720442580792386,0.0,0.31,churn_hist_gradient_boosting,v1
1354-YZFNB,Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.55,68.8,No,success,,0.03411486807770686,0.0,0.31,churn_hist_gradient_boosting,v1
2985-FMWYF,Female,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.5,2341.55,No,success,,0.6254102450262361,1.0,0.31,churn_hist_gradient_boosting,v1
2812-ENYMO,Male,0,No,No,26,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),54.55,1362.85,No,success,,0.10236577052746591,0.0,0.31,churn_hist_gradient_boosting,v1
2717-HVIZY,Female,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,163.6,No,success,,0.09692863340885334,0.0,0.31,churn_hist_gradient_boosting,v1
3422-GALYP,Male,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.45,145.15,No,success,,0.7255192239456477,1.0,0.31,churn_hist_gradient_boosting,v1
2890-WFBHU,Female,0,No,No,59,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),79.85,4786.1,No,success,,0.06586303237675241,0.0,0.31,churn_hist_gradient_boosting,v1
0327-WFZSY,Male,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,100.0,3835.55,No,success,,0.2671344356208119,0.0,0.31,churn_hist_gradient_boosting,v1
7977-HXJKU,Male,0,No,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,397.0,No,success,,0.014259156129979834,0.0,0.31,churn_hist_gradient_boosting,v1
7033-CLAMM,Female,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.2,1027.25,No,success,,0.01120592685527841,0.0,0.31,churn_hist_gradient_boosting,v1
4023-RTIQM,Female,1,Yes,No,31,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),50.4,1580.1,No,success,,0.07886117437352395,0.0,0.31,churn_hist_gradient_boosting,v1
0864-FVJNJ,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,113.35,7222.75,No,success,,0.17039770913602725,0.0,0.31,churn_hist_gradient_boosting,v1
7356-IWLFW,Male,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.0,3769.7,No,success,,0.2402757579635884,0.0,0.31,churn_hist_gradient_boosting,v1
9541-PWTWO,Female,0,No,No,52,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.95,4233.95,No,success,,0.03906137266016437,0.0,0.31,churn_hist_gradient_boosting,v1
3967-VQOGC,Female,0,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.9,1680.25,No,success,,0.006592552313060396,0.0,0.31,churn_hist_gradient_boosting,v1
7872-RDDLZ,Female,1,No,No,67,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.9,3725.5,No,success,,0.10965141945214399,0.0,0.31,churn_hist_gradient_boosting,v1
6308-CQRBU,Female,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,109.25,7707.7,No,success,,0.06856635320734873,0.0,0.31,churn_hist_gradient_boosting,v1
0186-CAERR,Male,0,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),116.3,8309.55,No,success,,0.06008203989664152,0.0,0.31,churn_hist_gradient_boosting,v1
3043-SUDUA,Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.9,601.55,No,success,,0.04128220928346693,0.0,0.31,churn_hist_gradient_boosting,v1
5442-BHQNG,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.35,139.25,No,success,,0.5919634073134262,1.0,0.31,churn_hist_gradient_boosting,v1
2169-RRLFW,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.6,1888.25,No,success,,0.004811639336831222,0.0,0.31,churn_hist_gradient_boosting,v1
5872-OEQNH,Female,0,No,No,60,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,44.45,2773.9,No,success,,0.08723204861598598,0.0,0.31,churn_hist_gradient_boosting,v1
