AdditionalInternetServicesCount,Churn,Contract,Dependents,InternetService,MC_x_Additional,MC_x_Streaming,MonthlyCharges,PaperlessBilling,Partner,PaymentMethod_bin_3,SeniorCitizenRelevel,StreamingServicesCount,tenure
0.0,No,Month-to-month,No,Fiber optic,0.0,0.0,69.35,No,No,Electronic check,Yes,0.0,4
2.0,No,Month-to-month,No,Fiber optic,163.1,0.0,81.55,Yes,No,Electronic check,No,0.0,55
2.0,No,Two year,Yes,DSL,150.8,150.8,75.4,Yes,Yes,Automatic,No,2.0,72
1.0,No,Month-to-month,No,DSL,67.8,135.6,67.8,Yes,Yes,Automatic,No,2.0,10
3.0,No,Month-to-month,No,Fiber optic,334.20000000000005,222.8,111.4,Yes,No,Electronic check,Yes,2.0,11
0.0,No,Month-to-month,Yes,DSL,0.0,0.0,46.3,No,Yes,Electronic check,No,0.0,15
0.0,No,Two year,Yes,No,0.0,0.0,20.4,No,Yes,Automatic,No,0.0,23
0.0,No,Month-to-month,Yes,No,0.0,0.0,20.05,No,No,Mailed check,No,0.0,1
3.0,No,One year,Yes,Fiber optic,288.29999999999995,96.1,96.1,Yes,Yes,Electronic check,No,1.0,47
0.0,No,One year,Yes,No,0.0,0.0,19.65,No,No,Mailed check,No,0.0,15
3.0,No,One year,No,DSL,181.95,0.0,60.65,Yes,Yes,Automatic,Yes,0.0,68
2.0,No,One year,No,DSL,143.4,71.7,71.7,No,Yes,Automatic,Yes,1.0,21
2.0,No,Month-to-month,No,DSL,72.0,0.0,36.0,Yes,No,Mailed check,No,0.0,21
1.0,No,One year,Yes,DSL,65.2,65.2,65.2,No,Yes,Automatic,No,1.0,56
0.0,No,Month-to-month,Yes,DSL,0.0,0.0,48.95,Yes,Yes,Automatic,No,0.0,6
2.0,No,Two year,No,DSL,107.0,107.0,53.5,Yes,No,Automatic,Yes,2.0,65
2.0,No,One year,No,DSL,160.9,160.9,80.45,No,Yes,Automatic,No,2.0,42
3.0,No,Two year,Yes,Fiber optic,327.15,218.1,109.05,Yes,Yes,Automatic,No,2.0,68
0.0,No,Two year,Yes,No,0.0,0.0,26.3,No,Yes,Automatic,No,0.0,48
2.0,No,One year,No,Fiber optic,213.6,213.6,106.8,Yes,No,Electronic check,Yes,2.0,50
2.0,No,Month-to-month,No,DSL,129.9,64.95,64.95,Yes,No,Electronic check,Yes,1.0,7
0.0,No,Two year,Yes,No,0.0,0.0,19.35,No,Yes,Electronic check,No,0.0,63
0.0,No,Month-to-month,No,No,0.0,0.0,21.1,No,No,Automatic,No,0.0,17
0.0,No,Month-to-month,Yes,No,0.0,0.0,18.85,No,Yes,Mailed check,No,0.0,4
0.0,No,Two year,Yes,No,0.0,0.0,26.0,No,No,Automatic,No,0.0,62
0.0,No,Month-to-month,No,Fiber optic,0.0,0.0,70.35,Yes,Yes,Electronic check,No,0.0,2
3.0,No,Two year,No,Fiber optic,290.70000000000005,96.9,96.9,Yes,Yes,Automatic,No,1.0,48
0.0,No,Two year,No,No,0.0,0.0,19.55,No,Yes,Automatic,No,0.0,27
3.0,No,Two year,Yes,DSL,241.20000000000002,160.8,80.4,Yes,Yes,Automatic,No,2.0,70
2.0,No,One year,No,Fiber optic,189.3,94.65,94.65,Yes,Yes,Electronic check,No,1.0,46
2.0,No,One year,Yes,Fiber optic,191.5,95.75,95.75,No,Yes,Automatic,No,1.0,69
0.0,No,Two year,No,No,0.0,0.0,19.55,Yes,No,Automatic,No,0.0,65
3.0,No,Two year,Yes,Fiber optic,312.29999999999995,208.2,104.1,Yes,Yes,Automatic,Yes,2.0,72
0.0,No,One year,No,No,0.0,0.0,20.1,Yes,No,Mailed check,No,0.0,17
3.0,No,One year,No,Fiber optic,334.65,223.1,111.55,Yes,Yes,Electronic check,No,2.0,51
3.0,No,Two year,Yes,DSL,181.5,0.0,60.5,No,Yes,Automatic,No,0.0,51
4.0,No,Two year,No,DSL,363.8,181.9,90.95,Yes,Yes,Automatic,No,2.0,72
0.0,No,Month-to-month,No,No,0.0,0.0,19.7,No,No,Mailed check,No,0.0,34
3.0,No,Two year,No,DSL,152.85000000000002,50.95,50.95,Yes,Yes,Automatic,No,1.0,67
0.0,No,One year,No,No,0.0,0.0,20.05,Yes,Yes,Automatic,No,0.0,49
0.0,No,Two year,Yes,No,0.0,0.0,19.4,Yes,Yes,Mailed check,No,0.0,53
2.0,No,Month-to-month,No,DSL,118.9,0.0,59.45,No,No,Electronic check,No,0.0,27
4.0,No,Two year,No,DSL,326.0,81.5,81.5,Yes,No,Automatic,No,1.0,69
1.0,No,Month-to-month,Yes,DSL,29.05,0.0,29.05,No,Yes,Automatic,No,0.0,2
3.0,No,One year,No,DSL,211.79999999999998,70.6,70.6,No,Yes,Mailed check,No,1.0,46
1.0,No,Two year,No,Fiber optic,97.2,194.4,97.2,Yes,No,Automatic,No,2.0,54
2.0,No,Month-to-month,No,DSL,118.4,0.0,59.2,No,No,Automatic,No,0.0,20
1.0,No,Month-to-month,No,Fiber optic,75.9,0.0,75.9,Yes,No,Mailed check,No,0.0,11
1.0,No,Month-to-month,No,Fiber optic,90.05,90.05,90.05,Yes,Yes,Electronic check,Yes,1.0,30
3.0,No,Two year,No,DSL,212.85000000000002,70.95,70.95,No,Yes,Automatic,No,1.0,68
2.0,No,Month-to-month,No,Fiber optic,205.2,205.2,102.6,Yes,Yes,Electronic check,Yes,2.0,38
0.0,No,Month-to-month,No,DSL,0.0,0.0,43.8,No,No,Electronic check,No,0.0,1
3.0,No,Two year,Yes,DSL,177.0,118.0,59.0,No,Yes,Electronic check,No,2.0,63
1.0,No,One year,No,DSL,69.95,139.9,69.95,Yes,No,Electronic check,No,2.0,3
0.0,No,One year,No,No,0.0,0.0,24.35,No,No,Automatic,No,0.0,48
1.0,No,One year,No,DSL,29.45,0.0,29.45,No,No,Automatic,No,0.0,66
2.0,No,Two year,Yes,Fiber optic,168.8,0.0,84.4,Yes,Yes,Automatic,No,0.0,68
0.0,No,One year,Yes,No,0.0,0.0,20.65,No,Yes,Mailed check,No,0.0,7
4.0,No,Two year,No,DSL,348.4,174.2,87.1,Yes,Yes,Automatic,No,2.0,72
0.0,No,Month-to-month,No,No,0.0,0.0,19.85,No,Yes,Mailed check,No,0.0,29
2.0,No,Month-to-month,No,Fiber optic,180.7,90.35,90.35,Yes,Yes,Electronic check,No,1.0,37
3.0,No,One year,Yes,DSL,196.5,0.0,65.5,No,Yes,Mailed check,No,0.0,59
1.0,No,Month-to-month,Yes,Fiber optic,80.95,0.0,80.95,Yes,Yes,Electronic check,Yes,0.0,60
2.0,No,Month-to-month,No,DSL,112.3,0.0,56.15,Yes,No,Mailed check,No,0.0,27
2.0,No,Month-to-month,No,DSL,68.8,0.0,34.4,No,Yes,Mailed check,No,0.0,17
0.0,No,Two year,No,No,0.0,0.0,20.75,No,Yes,Mailed check,No,0.0,58
0.0,No,One year,Yes,No,0.0,0.0,18.8,No,Yes,Mailed check,No,0.0,1
3.0,No,Month-to-month,No,Fiber optic,272.4,0.0,90.8,No,No,Electronic check,No,0.0,53
0.0,No,Month-to-month,No,No,0.0,0.0,25.6,Yes,No,Electronic check,No,0.0,35
2.0,No,Two year,Yes,DSL,141.6,70.8,70.8,No,Yes,Automatic,No,1.0,68
0.0,No,Month-to-month,No,No,0.0,0.0,25.4,No,Yes,Electronic check,No,0.0,47
2.0,No,Month-to-month,No,Fiber optic,217.6,217.6,108.8,Yes,Yes,Automatic,Yes,2.0,65
0.0,No,Month-to-month,No,Fiber optic,0.0,0.0,76.85,Yes,No,Electronic check,No,0.0,9
0.0,No,Two year,No,No,0.0,0.0,20.25,No,No,Mailed check,No,0.0,8
0.0,No,One year,No,No,0.0,0.0,24.8,Yes,No,Automatic,No,0.0,14
4.0,No,Month-to-month,No,Fiber optic,462.6,231.3,115.65,Yes,No,Electronic check,No,2.0,45
0.0,No,Month-to-month,No,Fiber optic,0.0,0.0,74.6,Yes,No,Automatic,No,0.0,8
3.0,No,One year,Yes,Fiber optic,309.45000000000005,206.3,103.15,Yes,Yes,Automatic,No,2.0,66
4.0,No,Two year,Yes,DSL,288.4,0.0,72.1,No,Yes,Automatic,No,0.0,72
0.0,No,Two year,Yes,No,0.0,0.0,25.1,No,Yes,Mailed check,No,0.0,23
1.0,No,Month-to-month,No,Fiber optic,80.15,0.0,80.15,Yes,No,Electronic check,No,0.0,4
0.0,No,Two year,Yes,No,0.0,0.0,25.4,No,Yes,Mailed check,No,0.0,6
4.0,No,One year,No,Fiber optic,421.6,105.4,105.4,Yes,Yes,Automatic,Yes,1.0,67
0.0,No,Month-to-month,Yes,DSL,0.0,0.0,45.75,Yes,No,Mailed check,Yes,0.0,7
0.0,No,One year,Yes,No,0.0,0.0,24.45,Yes,Yes,Mailed check,No,0.0,56
0.0,No,Two year,No,No,0.0,0.0,25.0,No,Yes,Automatic,No,0.0,72
3.0,No,Two year,No,DSL,255.75,170.5,85.25,Yes,Yes,Electronic check,No,2.0,72
0.0,No,Two year,Yes,No,0.0,0.0,19.6,No,Yes,Automatic,No,0.0,23
0.0,No,Month-to-month,Yes,DSL,0.0,0.0,50.15,No,No,Mailed check,No,0.0,35
0.0,No,Month-to-month,No,Fiber optic,0.0,0.0,70.55,Yes,Yes,Electronic check,Yes,0.0,27
0.0,No,One year,Yes,No,0.0,0.0,26.4,No,Yes,Mailed check,No,0.0,12
0.0,No,Two year,No,No,0.0,0.0,20.15,No,No,Mailed check,No,0.0,40
3.0,No,Month-to-month,Yes,DSL,176.55,117.7,58.85,No,Yes,Mailed check,No,2.0,7
2.0,No,Month-to-month,Yes,Fiber optic,195.1,97.55,97.55,Yes,Yes,Automatic,No,1.0,70
0.0,No,Two year,Yes,No,0.0,0.0,19.65,No,Yes,Automatic,No,0.0,60
0.0,No,One year,Yes,DSL,0.0,0.0,25.25,Yes,Yes,Automatic,No,0.0,39
4.0,No,Two year,No,Fiber optic,457.8,228.9,114.45,No,Yes,Automatic,No,2.0,72
2.0,No,One year,Yes,DSL,141.4,70.7,70.7,Yes,Yes,Electronic check,No,1.0,54
4.0,No,Two year,Yes,DSL,302.2,75.55,75.55,No,Yes,Automatic,No,1.0,63
2.0,No,Two year,Yes,Fiber optic,169.6,0.0,84.8,Yes,Yes,Electronic check,No,0.0,71
0.0,No,One year,No,No,0.0,0.0,20.65,Yes,No,Mailed check,No,0.0,42
0.0,No,Two year,No,No,0.0,0.0,20.45,No,No,Automatic,No,0.0,47
2.0,No,Month-to-month,No,DSL,71.3,0.0,35.65,Yes,No,Electronic check,No,0.0,11
3.0,No,Month-to-month,No,Fiber optic,271.35,0.0,90.45,No,Yes,Electronic check,Yes,0.0,55
3.0,No,Two year,No,Fiber optic,292.95000000000005,97.65,97.65,Yes,No,Automatic,No,1.0,69
1.0,No,Month-to-month,No,Fiber optic,73.85,0.0,73.85,No,No,Electronic check,Yes,0.0,3
2.0,No,Two year,No,DSL,138.2,69.1,69.1,Yes,No,Automatic,Yes,1.0,30
2.0,No,Month-to-month,No,Fiber optic,165.5,0.0,82.75,Yes,No,Electronic check,No,0.0,5
0.0,No,Two year,No,No,0.0,0.0,24.4,Yes,Yes,Automatic,No,0.0,71
1.0,No,One year,No,DSL,55.25,0.0,55.25,Yes,No,Electronic check,No,0.0,29
2.0,No,Month-to-month,No,DSL,122.7,0.0,61.35,No,Yes,Automatic,No,0.0,52
3.0,No,One year,No,DSL,230.25,76.75,76.75,No,No,Automatic,No,1.0,68
0.0,No,Two year,Yes,No,0.0,0.0,19.4,No,Yes,Mailed check,No,0.0,46
0.0,No,Month-to-month,No,DSL,0.0,54.75,54.75,Yes,No,Automatic,No,1.0,8
0.0,No,Two year,No,No,0.0,0.0,19.7,No,Yes,Automatic,No,0.0,72
0.0,No,One year,No,No,0.0,0.0,19.9,No,No,Automatic,No,0.0,17
3.0,No,Month-to-month,No,Fiber optic,323.85,215.9,107.95,Yes,No,Electronic check,No,2.0,3
1.0,No,Month-to-month,No,Fiber optic,83.8,83.8,83.8,Yes,No,Automatic,Yes,1.0,2
2.0,No,One year,No,DSL,112.8,112.8,56.4,Yes,No,Automatic,No,2.0,51
0.0,No,Two year,Yes,No,0.0,0.0,20.1,No,Yes,Mailed check,No,0.0,6
0.0,No,Month-to-month,No,Fiber optic,0.0,189.8,94.9,No,Yes,Electronic check,No,2.0,3
0.0,No,Month-to-month,No,Fiber optic,0.0,188.4,94.2,Yes,No,Electronic check,Yes,2.0,17
0.0,No,Month-to-month,No,DSL,0.0,0.0,49.9,No,Yes,Electronic check,No,0.0,30
2.0,No,Month-to-month,No,DSL,142.1,71.05,71.05,Yes,No,Electronic check,No,1.0,31
3.0,No,Two year,No,DSL,244.95000000000002,163.3,81.65,No,No,Automatic,No,2.0,45
3.0,No,One year,No,Fiber optic,268.35,0.0,89.45,No,Yes,Automatic,No,0.0,64
1.0,No,One year,Yes,Fiber optic,99.0,198.0,99.0,No,Yes,Electronic check,Yes,2.0,61
0.0,No,Month-to-month,No,No,0.0,0.0,19.05,No,No,Mailed check,No,0.0,1
4.0,No,Two year,Yes,Fiber optic,457.8,228.9,114.45,No,Yes,Automatic,No,2.0,72
0.0,No,Month-to-month,No,DSL,0.0,0.0,44.25,Yes,Yes,Mailed check,No,0.0,7
3.0,No,One year,No,Fiber optic,271.65,0.0,90.55,Yes,Yes,Automatic,No,0.0,66
0.0,No,Month-to-month,Yes,No,0.0,0.0,20.4,Yes,Yes,Automatic,No,0.0,40
2.0,No,Month-to-month,No,DSL,142.8,71.4,71.4,Yes,No,Automatic,No,1.0,16
0.0,No,Two year,No,No,0.0,0.0,24.85,No,Yes,Automatic,No,0.0,67
3.0,No,One year,No,Fiber optic,313.35,208.9,104.45,Yes,Yes,Automatic,No,2.0,41
0.0,No,Two year,Yes,No,0.0,0.0,19.8,Yes,Yes,Automatic,No,0.0,56
4.0,No,Two year,No,Fiber optic,465.8,232.9,116.45,Yes,No,Automatic,No,2.0,72
0.0,No,Two year,No,No,0.0,0.0,20.05,No,Yes,Automatic,No,0.0,54
3.0,No,Month-to-month,No,Fiber optic,332.25,221.5,110.75,Yes,No,Electronic check,Yes,2.0,52
2.0,No,Two year,No,Fiber optic,179.4,89.7,89.7,Yes,No,Automatic,No,1.0,50
1.0,No,One year,No,DSL,48.7,0.0,48.7,No,Yes,Automatic,No,0.0,27
4.0,No,Two year,No,Fiber optic,386.4,0.0,96.6,Yes,Yes,Automatic,Yes,0.0,72
2.0,No,One year,No,DSL,148.6,148.6,74.3,Yes,No,Automatic,No,2.0,62
2.0,No,Month-to-month,No,DSL,108.6,0.0,54.3,Yes,No,Electronic check,No,0.0,12
2.0,No,One year,No,DSL,149.7,149.7,74.85,No,No,Automatic,Yes,2.0,44
2.0,No,Two year,Yes,Fiber optic,159.9,0.0,79.95,Yes,Yes,Automatic,No,0.0,54
0.0,No,Two year,No,No,0.0,0.0,20.05,No,No,Automatic,No,0.0,68
0.0,No,Month-to-month,No,No,0.0,0.0,19.4,No,No,Mailed check,No,0.0,20
1.0,No,One year,Yes,DSL,54.9,0.0,54.9,No,Yes,Automatic,No,0.0,50
0.0,No,Two year,No,No,0.0,0.0,24.45,Yes,No,Automatic,No,0.0,58
1.0,No,Month-to-month,Yes,Fiber optic,89.65,89.65,89.65,Yes,Yes,Automatic,No,1.0,35
0.0,No,Month-to-month,No,DSL,0.0,0.0,45.4,Yes,No,Electronic check,No,0.0,2
3.0,No,Two year,Yes,DSL,227.10000000000002,75.7,75.7,No,Yes,Mailed check,No,1.0,63
3.0,No,One year,No,Fiber optic,331.95000000000005,221.3,110.65,Yes,Yes,Automatic,No,2.0,58
0.0,No,One year,Yes,No,0.0,0.0,20.55,Yes,Yes,Mailed check,No,0.0,27
4.0,No,Two year,No,Fiber optic,460.6,230.3,115.15,Yes,Yes,Automatic,No,2.0,71
1.0,No,One year,No,DSL,58.55,58.55,58.55,No,No,Automatic,No,1.0,63
2.0,No,Month-to-month,No,Fiber optic,186.5,93.25,93.25,Yes,Yes,Automatic,No,1.0,71
0.0,No,Two year,Yes,No,0.0,0.0,19.35,Yes,Yes,Automatic,No,0.0,68
1.0,No,Month-to-month,Yes,DSL,48.75,0.0,48.75,Yes,Yes,Mailed check,No,0.0,1
3.0,No,Two year,No,Fiber optic,327.15,218.1,109.05,Yes,No,Electronic check,Yes,2.0,65
0.0,No,Two year,No,No,0.0,0.0,25.0,Yes,Yes,Automatic,Yes,0.0,72
1.0,No,Month-to-month,No,DSL,54.9,0.0,54.9,Yes,No,Automatic,No,0.0,28
0.0,No,Two year,Yes,No,0.0,0.0,24.75,No,Yes,Automatic,No,0.0,72
2.0,No,Month-to-month,No,Fiber optic,182.3,91.15,91.15,Yes,No,Electronic check,No,1.0,2
2.0,No,One year,No,Fiber optic,208.7,208.7,104.35,Yes,Yes,Electronic check,Yes,2.0,60
1.0,No,Month-to-month,No,DSL,66.05,66.05,66.05,Yes,No,Electronic check,Yes,1.0,26
4.0,No,Two year,Yes,DSL,368.8,184.4,92.2,Yes,Yes,Automatic,No,2.0,68
2.0,No,One year,No,Fiber optic,210.4,210.4,105.2,Yes,Yes,Automatic,Yes,2.0,42
0.0,No,Two year,No,No,0.0,0.0,19.6,Yes,Yes,Automatic,No,0.0,57
1.0,No,Month-to-month,No,DSL,30.4,0.0,30.4,No,Yes,Electronic check,No,0.0,54
3.0,No,One year,No,DSL,184.5,0.0,61.5,Yes,Yes,Mailed check,No,0.0,44
2.0,No,Month-to-month,Yes,DSL,138.8,69.4,69.4,Yes,Yes,Automatic,No,1.0,42
0.0,No,Two year,Yes,No,0.0,0.0,24.75,No,Yes,Automatic,No,0.0,72
4.0,No,Two year,Yes,DSL,364.2,182.1,91.05,No,Yes,Mailed check,No,2.0,71
1.0,No,Month-to-month,No,DSL,73.65,147.3,73.65,Yes,Yes,Automatic,No,2.0,23
0.0,No,Two year,No,No,0.0,0.0,19.4,No,No,Automatic,No,0.0,30
0.0,No,One year,No,No,0.0,0.0,26.2,No,No,Automatic,No,0.0,35
0.0,No,Month-to-month,No,DSL,0.0,0.0,43.85,Yes,No,Automatic,No,0.0,1
0.0,No,Month-to-month,No,Fiber optic,0.0,0.0,69.7,Yes,No,Mailed check,No,0.0,22
3.0,No,Two year,Yes,DSL,115.64999999999999,0.0,38.55,No,Yes,Mailed check,No,0.0,7
4.0,No,Two year,No,DSL,212.4,53.1,53.1,Yes,No,Mailed check,No,1.0,36
0.0,No,Month-to-month,Yes,No,0.0,0.0,20.65,No,Yes,Mailed check,No,0.0,34
3.0,No,Two year,Yes,DSL,193.35000000000002,0.0,64.45,No,Yes,Automatic,No,0.0,72
0.0,No,Two year,Yes,No,0.0,0.0,25.1,No,Yes,Automatic,No,0.0,36
4.0,No,One year,Yes,Fiber optic,380.6,0.0,95.15,Yes,Yes,Automatic,No,0.0,71
1.0,No,Month-to-month,No,Fiber optic,79.35,0.0,79.35,Yes,No,Mailed check,Yes,0.0,23
1.0,No,One year,No,Fiber optic,96.65,193.3,96.65,Yes,Yes,Automatic,No,2.0,17
2.0,No,Month-to-month,No,DSL,151.0,151.0,75.5,Yes,No,Electronic check,No,2.0,1
0.0,No,Two year,Yes,No,0.0,0.0,19.7,No,Yes,Mailed check,No,0.0,12
0.0,No,Two year,No,No,0.0,0.0,20.5,No,Yes,Automatic,No,0.0,72
0.0,No,Month-to-month,No,No,0.0,0.0,19.2,No,No,Mailed check,No,0.0,1
1.0,No,Two year,No,Fiber optic,98.35,196.7,98.35,No,Yes,Automatic,Yes,2.0,72
0.0,No,Month-to-month,Yes,Fiber optic,0.0,0.0,74.35,No,Yes,Automatic,No,0.0,60
3.0,No,Two year,Yes,DSL,154.05,51.35,51.35,No,Yes,Automatic,No,1.0,61
0.0,No,Month-to-month,No,DSL,0.0,0.0,45.65,No,Yes,Mailed check,No,0.0,6
0.0,No,Two year,Yes,No,0.0,0.0,20.3,No,Yes,Automatic,No,0.0,72
1.0,No,Month-to-month,No,DSL,54.2,0.0,54.2,Yes,No,Electronic check,No,0.0,32
1.0,No,Month-to-month,No,Fiber optic,90.65,90.65,90.65,Yes,Yes,Electronic check,No,1.0,65
1.0,No,Month-to-month,Yes,DSL,50.9,101.8,50.9,Yes,Yes,Automatic,No,2.0,45
0.0,No,One year,No,No,0.0,0.0,25.05,No,No,Electronic check,No,0.0,42
0.0,No,Month-to-month,No,Fiber optic,0.0,0.0,74.85,Yes,No,Electronic check,No,0.0,8
0.0,No,Two year,Yes,No,0.0,0.0,20.5,No,No,Mailed check,No,0.0,32
3.0,No,Month-to-month,No,DSL,190.64999999999998,0.0,63.55,Yes,Yes,Mailed check,Yes,0.0,22
1.0,No,Month-to-month,No,DSL,47.95,0.0,47.95,No,No,Electronic check,No,0.0,1
0.0,No,Month-to-month,No,DSL,0.0,0.0,45.0,Yes,Yes,Electronic check,No,0.0,1
1.0,No,Month-to-month,No,Fiber optic,90.05,90.05,90.05,Yes,No,Electronic check,Yes,1.0,54
0.0,No,Two year,No,No,0.0,0.0,25.3,Yes,No,Automatic,No,0.0,4
0.0,No,One year,No,No,0.0,0.0,24.3,No,Yes,Electronic check,No,0.0,56
2.0,No,Month-to-month,No,DSL,151.9,151.9,75.95,Yes,No,Electronic check,No,2.0,45
0.0,No,Two year,Yes,No,0.0,0.0,19.7,No,Yes,Automatic,No,0.0,71
3.0,No,One year,No,DSL,199.20000000000002,66.4,66.4,No,Yes,Automatic,No,1.0,59
2.0,No,One year,No,DSL,71.5,0.0,35.75,Yes,No,Automatic,No,0.0,69
0.0,No,One year,No,No,0.0,0.0,18.8,No,No,Mailed check,No,0.0,19
0.0,No,Two year,Yes,No,0.0,0.0,19.4,No,Yes,Automatic,No,0.0,55
0.0,No,One year,No,No,0.0,0.0,19.3,No,No,Mailed check,No,0.0,38
3.0,No,Month-to-month,No,DSL,202.35000000000002,0.0,67.45,Yes,Yes,Automatic,Yes,0.0,47
0.0,No,Two year,Yes,No,0.0,0.0,20.1,Yes,Yes,Mailed check,No,0.0,46
3.0,No,Two year,No,DSL,176.7,0.0,58.9,No,Yes,Automatic,No,0.0,65
0.0,No,Two year,Yes,No,0.0,0.0,19.45,No,Yes,Mailed check,No,0.0,71
3.0,No,Month-to-month,No,DSL,151.5,50.5,50.5,Yes,No,Electronic check,Yes,1.0,52
0.0,No,One year,No,No,0.0,0.0,25.1,No,Yes,Mailed check,No,0.0,6
1.0,No,One year,No,DSL,60.7,60.7,60.7,No,Yes,Mailed check,Yes,1.0,26
1.0,No,One year,No,Fiber optic,99.0,198.0,99.0,Yes,No,Electronic check,Yes,2.0,48
2.0,No,One year,Yes,Fiber optic,208.8,208.8,104.4,Yes,Yes,Automatic,No,2.0,64
0.0,No,Month-to-month,No,DSL,0.0,0.0,44.05,Yes,No,Automatic,No,0.0,1
0.0,No,Two year,Yes,No,0.0,0.0,24.1,No,Yes,Automatic,No,0.0,72
0.0,No,Month-to-month,No,DSL,0.0,0.0,45.55,Yes,No,Mailed check,No,0.0,1
2.0,No,Month-to-month,Yes,Fiber optic,187.6,93.8,93.8,Yes,Yes,Electronic check,No,1.0,51
0.0,No,Two year,Yes,No,0.0,0.0,19.7,No,Yes,Automatic,No,0.0,41
3.0,No,Two year,Yes,DSL,211.95000000000002,70.65,70.65,Yes,Yes,Automatic,No,1.0,72
3.0,No,Two year,No,DSL,259.35,172.9,86.45,No,Yes,Automatic,No,2.0,43
4.0,No,Two year,No,Fiber optic,456.4,228.2,114.1,Yes,Yes,Automatic,No,2.0,72
0.0,No,One year,No,Fiber optic,0.0,190.4,95.2,Yes,Yes,Automatic,No,2.0,47
4.0,No,Two year,No,DSL,354.2,177.1,88.55,No,No,Automatic,No,2.0,72
0.0,No,Month-to-month,No,No,0.0,0.0,20.75,Yes,No,Automatic,No,0.0,3
2.0,No,Month-to-month,No,DSL,89.3,44.65,44.65,Yes,No,Automatic,No,1.0,26
1.0,No,Month-to-month,Yes,DSL,60.2,60.2,60.2,Yes,Yes,Mailed check,No,1.0,29
2.0,No,One year,No,DSL,110.9,0.0,55.45,No,No,Automatic,No,0.0,27
3.0,No,Month-to-month,Yes,DSL,210.89999999999998,70.3,70.3,Yes,Yes,Automatic,No,1.0,24
3.0,No,Two year,Yes,DSL,181.2,0.0,60.4,Yes,Yes,Automatic,No,0.0,67
2.0,No,One year,No,DSL,111.6,0.0,55.8,No,No,Automatic,No,0.0,23
1.0,No,Month-to-month,No,DSL,31.1,0.0,31.1,Yes,No,Mailed check,No,0.0,14
1.0,No,Month-to-month,No,DSL,50.95,101.9,50.95,Yes,No,Automatic,Yes,2.0,4
2.0,No,Month-to-month,Yes,DSL,138.2,69.1,69.1,Yes,No,Electronic check,No,1.0,16
0.0,No,Month-to-month,No,DSL,0.0,87.9,43.95,Yes,Yes,Electronic check,No,2.0,46
3.0,No,Two year,Yes,DSL,259.5,173.0,86.5,Yes,No,Automatic,No,2.0,68
4.0,No,Month-to-month,No,DSL,279.8,0.0,69.95,No,No,Electronic check,No,0.0,38
2.0,No,Month-to-month,No,Fiber optic,181.9,90.95,90.95,Yes,No,Automatic,No,1.0,17
0.0,No,Two year,Yes,No,0.0,0.0,19.9,No,Yes,Mailed check,No,0.0,4
0.0,No,One year,No,No,0.0,0.0,20.15,No,No,Electronic check,No,0.0,12
4.0,No,Two year,Yes,DSL,362.4,181.2,90.6,Yes,Yes,Automatic,No,2.0,72
0.0,No,Month-to-month,No,Fiber optic,0.0,184.0,92.0,Yes,No,Electronic check,No,2.0,3
0.0,No,One year,No,No,0.0,0.0,24.85,Yes,No,Mailed check,No,0.0,41
2.0,No,One year,No,DSL,72.0,0.0,36.0,No,No,Automatic,No,0.0,40
3.0,No,Month-to-month,No,DSL,235.5,157.0,78.5,Yes,No,Electronic check,No,2.0,7
0.0,No,Two year,No,No,0.0,0.0,19.95,No,No,Automatic,No,0.0,69
0.0,No,One year,Yes,No,0.0,0.0,20.65,No,Yes,Mailed check,No,0.0,7
1.0,No,Month-to-month,Yes,DSL,30.5,0.0,30.5,Yes,Yes,Electronic check,No,0.0,5
4.0,No,Two year,Yes,Fiber optic,424.4,106.1,106.1,No,Yes,Automatic,No,1.0,72
0.0,No,One year,Yes,No,0.0,0.0,20.5,Yes,Yes,Automatic,No,0.0,44
2.0,No,One year,No,Fiber optic,191.0,95.5,95.5,Yes,No,Electronic check,No,1.0,65
1.0,No,Month-to-month,No,DSL,64.6,64.6,64.6,No,No,Electronic check,No,1.0,3
1.0,No,Month-to-month,No,DSL,51.1,0.0,51.1,Yes,No,Automatic,No,0.0,24
4.0,No,Two year,No,DSL,356.4,178.2,89.1,No,Yes,Automatic,Yes,2.0,72
2.0,No,Month-to-month,No,DSL,109.9,0.0,54.95,No,No,Electronic check,No,0.0,24
0.0,No,Month-to-month,No,No,0.0,0.0,20.45,Yes,Yes,Automatic,No,0.0,22
3.0,No,Two year,Yes,DSL,257.85,171.9,85.95,Yes,Yes,Automatic,No,2.0,70
0.0,No,Month-to-month,Yes,DSL,0.0,60.35,60.35,No,Yes,Electronic check,No,1.0,25
0.0,No,Two year,Yes,No,0.0,0.0,19.8,No,Yes,Automatic,No,0.0,37
0.0,No,Month-to-month,Yes,Fiber optic,0.0,85.35,85.35,No,Yes,Automatic,Yes,1.0,22
2.0,No,Two year,Yes,DSL,144.2,72.1,72.1,Yes,Yes,Automatic,No,1.0,59
0.0,No,Month-to-month,Yes,Fiber optic,0.0,81.05,81.05,Yes,Yes,Electronic check,No,1.0,1
0.0,No,Month-to-month,No,No,0.0,0.0,20.5,Yes,No,Electronic check,No,0.0,3
3.0,No,One year,No,Fiber optic,335.4,223.6,111.8,Yes,Yes,Automatic,No,2.0,53
0.0,No,Month-to-month,No,No,0.0,0.0,20.2,No,No,Mailed check,No,0.0,1
