SeniorCitizenRelevel,Partner,Dependents,tenure,InternetService,Contract,PaperlessBilling,MonthlyCharges,Churn,AdditionalInternetServicesCount,StreamingServicesCount,MC_x_Additional,MC_x_Streaming,PaymentMethod_bin_3
No,No,Yes,13,DSL,Two year,No,88.95,No,4,2,355.8,177.9,Automatic
No,No,Yes,6,No,Month-to-month,Yes,20.2,No,0,0,0.0,0.0,Mailed check
Yes,Yes,Yes,11,Fiber optic,Month-to-month,Yes,75.2,No,0,0,0.0,0.0,Automatic
No,Yes,No,18,DSL,Month-to-month,No,56.8,No,1,0,56.8,0.0,Automatic
No,Yes,No,32,Fiber optic,Month-to-month,Yes,75.5,No,1,0,75.5,0.0,Automatic
No,No,No,29,DSL,One year,No,35.6,No,2,0,71.2,0.0,Mailed check
No,No,No,3,DSL,Month-to-month,Yes,60.25,No,0,1,0.0,60.25,Electronic check
No,No,No,41,DSL,Month-to-month,Yes,40.35,No,1,1,40.35,40.35,Electronic check
No,No,No,1,No,Month-to-month,No,18.85,No,0,0,0.0,0.0,Electronic check
No,No,No,7,DSL,Month-to-month,No,54.85,No,0,1,0.0,54.85,Mailed check
No,Yes,No,52,DSL,One year,Yes,64.3,No,2,1,128.6,64.3,Mailed check
No,Yes,Yes,45,No,Two year,Yes,24.65,No,0,0,0.0,0.0,Automatic
No,Yes,No,70,DSL,Two year,No,76.1,No,3,1,228.29999999999998,76.1,Automatic
No,No,No,53,No,Two year,No,18.7,No,0,0,0.0,0.0,Mailed check
Yes,Yes,No,62,Fiber optic,One year,Yes,97.95,No,2,1,195.9,97.95,Automatic
No,Yes,No,60,Fiber optic,Month-to-month,Yes,94.1,No,2,1,188.2,94.1,Automatic
Yes,Yes,No,23,Fiber optic,Month-to-month,Yes,95.1,No,1,2,95.1,190.2,Electronic check
No,No,No,67,DSL,One year,Yes,72.35,No,3,1,217.04999999999998,72.35,Automatic
Yes,Yes,No,71,DSL,Two year,Yes,82.7,No,4,1,330.8,82.7,Automatic
No,No,No,25,No,One year,No,19.9,No,0,0,0.0,0.0,Automatic
No,No,No,5,DSL,Month-to-month,Yes,53.8,No,1,0,53.8,0.0,Electronic check
No,No,No,26,DSL,One year,Yes,51.55,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,1,No,One year,No,19.65,No,0,0,0.0,0.0,Mailed check
Yes,No,No,70,DSL,One year,Yes,44.05,No,2,1,88.1,44.05,Automatic
No,Yes,Yes,72,Fiber optic,Two year,Yes,114.0,No,4,2,456.0,228.0,Electronic check
Yes,Yes,Yes,32,Fiber optic,Month-to-month,Yes,100.4,No,1,2,100.4,200.8,Electronic check
No,No,No,14,DSL,One year,Yes,54.25,No,1,0,54.25,0.0,Mailed check
No,No,No,13,Fiber optic,Month-to-month,Yes,80.0,No,1,0,80.0,0.0,Automatic
No,No,No,46,DSL,Two year,No,79.2,No,2,2,158.4,158.4,Mailed check
Yes,Yes,No,43,Fiber optic,Month-to-month,Yes,94.3,No,2,1,188.6,94.3,Electronic check
No,No,No,39,DSL,Two year,Yes,49.8,No,1,0,49.8,0.0,Automatic
No,No,No,57,DSL,Month-to-month,Yes,53.75,No,2,2,107.5,107.5,Electronic check
No,Yes,No,53,Fiber optic,One year,Yes,93.45,No,1,2,93.45,186.9,Electronic check
No,Yes,Yes,18,Fiber optic,Month-to-month,Yes,87.9,No,2,1,175.8,87.9,Mailed check
No,Yes,No,58,DSL,One year,Yes,61.05,No,2,0,122.1,0.0,Automatic
Yes,No,No,71,Fiber optic,Two year,No,104.05,No,1,2,104.05,208.1,Automatic
No,No,No,35,Fiber optic,One year,Yes,99.25,No,2,2,198.5,198.5,Electronic check
No,No,No,3,Fiber optic,Month-to-month,No,85.7,No,1,1,85.7,85.7,Automatic
No,No,No,38,Fiber optic,One year,Yes,104.85,No,2,2,209.7,209.7,Electronic check
No,Yes,Yes,35,DSL,Two year,Yes,69.15,No,4,0,276.6,0.0,Automatic
No,No,No,47,DSL,Two year,No,74.45,No,2,2,148.9,148.9,Mailed check
No,No,No,14,DSL,Month-to-month,No,50.45,No,1,0,50.45,0.0,Electronic check
Yes,Yes,No,20,DSL,Month-to-month,Yes,60.0,No,1,1,60.0,60.0,Electronic check
No,Yes,No,66,DSL,Two year,No,85.25,No,3,2,255.75,170.5,Electronic check
No,Yes,No,15,No,Month-to-month,Yes,19.45,No,0,0,0.0,0.0,Automatic
No,No,No,42,No,Two year,Yes,20.75,No,0,0,0.0,0.0,Automatic
No,Yes,No,17,Fiber optic,Month-to-month,No,78.9,No,1,0,78.9,0.0,Electronic check
No,No,No,37,Fiber optic,One year,Yes,104.5,No,2,2,209.0,209.0,Automatic
No,No,No,12,DSL,Month-to-month,Yes,49.4,No,1,0,49.4,0.0,Electronic check
No,No,No,60,No,Two year,No,25.0,No,0,0,0.0,0.0,Mailed check
No,Yes,Yes,18,DSL,Month-to-month,No,25.55,No,0,0,0.0,0.0,Automatic
No,No,No,3,Fiber optic,Month-to-month,Yes,70.15,No,0,0,0.0,0.0,Electronic check
No,No,Yes,9,DSL,Month-to-month,Yes,69.4,No,1,2,69.4,138.8,Automatic
No,Yes,No,56,Fiber optic,One year,Yes,93.15,No,3,0,279.45000000000005,0.0,Electronic check
No,No,No,7,Fiber optic,Month-to-month,Yes,69.55,No,0,0,0.0,0.0,Electronic check
No,Yes,Yes,69,No,Two year,No,20.2,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,54,No,Two year,No,20.4,No,0,0,0.0,0.0,Automatic
No,Yes,No,62,No,One year,Yes,23.75,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,62,DSL,Month-to-month,Yes,70.45,No,0,2,0.0,140.9,Automatic
No,No,No,17,DSL,Month-to-month,No,65.75,No,1,1,65.75,65.75,Automatic
No,No,No,9,DSL,Month-to-month,Yes,24.6,No,0,0,0.0,0.0,Mailed check
No,Yes,Yes,64,DSL,Two year,No,69.25,No,3,1,207.75,69.25,Mailed check
No,Yes,No,72,No,Two year,No,24.65,No,0,0,0.0,0.0,Automatic
No,No,No,30,Fiber optic,One year,No,90.4,No,3,0,271.20000000000005,0.0,Automatic
No,Yes,No,49,Fiber optic,Month-to-month,Yes,100.85,No,1,2,100.85,201.7,Mailed check
No,Yes,No,61,DSL,Two year,No,75.35,No,3,1,226.04999999999998,75.35,Automatic
No,Yes,Yes,47,Fiber optic,Month-to-month,No,87.2,No,1,1,87.2,87.2,Electronic check
No,No,No,20,DSL,Month-to-month,No,64.4,No,2,1,128.8,64.4,Automatic
No,Yes,Yes,70,No,Two year,No,24.7,No,0,0,0.0,0.0,Automatic
No,No,Yes,54,Fiber optic,One year,Yes,105.85,No,3,2,317.54999999999995,211.7,Electronic check
Yes,Yes,No,61,Fiber optic,One year,Yes,98.3,No,3,1,294.9,98.3,Mailed check
No,No,No,13,No,One year,No,19.45,No,0,0,0.0,0.0,Mailed check
No,Yes,Yes,3,DSL,Month-to-month,Yes,58.7,No,1,1,58.7,58.7,Automatic
No,No,No,25,No,Month-to-month,Yes,20.15,No,0,0,0.0,0.0,Mailed check
No,No,No,30,DSL,Month-to-month,Yes,64.5,No,1,1,64.5,64.5,Mailed check
No,Yes,No,21,DSL,Month-to-month,No,28.5,No,1,0,28.5,0.0,Electronic check
Yes,Yes,No,23,Fiber optic,Month-to-month,Yes,90.45,No,0,2,0.0,180.9,Electronic check
No,Yes,Yes,45,Fiber optic,Month-to-month,Yes,105.15,No,2,2,210.3,210.3,Electronic check
No,Yes,Yes,24,Fiber optic,One year,No,83.15,No,2,0,166.3,0.0,Automatic
No,Yes,No,56,Fiber optic,Two year,No,103.2,No,2,2,206.4,206.4,Automatic
No,No,No,1,No,Month-to-month,No,19.45,No,0,0,0.0,0.0,Electronic check
Yes,Yes,No,55,Fiber optic,Two year,No,88.8,No,2,1,177.6,88.8,Automatic
No,Yes,Yes,72,DSL,Two year,Yes,85.9,No,3,2,257.70000000000005,171.8,Automatic
Yes,No,No,45,DSL,One year,No,34.2,No,0,1,0.0,34.2,Electronic check
No,No,No,47,No,Two year,No,20.15,No,0,0,0.0,0.0,Mailed check
No,No,No,2,DSL,Month-to-month,Yes,50.3,No,1,0,50.3,0.0,Mailed check
No,Yes,No,2,Fiber optic,Month-to-month,Yes,80.15,No,2,0,160.3,0.0,Electronic check
No,Yes,No,12,DSL,Month-to-month,Yes,51.25,No,1,0,51.25,0.0,Electronic check
No,Yes,Yes,69,Fiber optic,Two year,Yes,95.2,No,1,2,95.2,190.4,Automatic
Yes,No,Yes,56,Fiber optic,One year,No,94.8,No,1,2,94.8,189.6,Automatic
Yes,No,No,4,Fiber optic,Month-to-month,Yes,80.25,No,1,0,80.25,0.0,Electronic check
No,Yes,No,64,DSL,Two year,Yes,76.1,No,3,1,228.29999999999998,76.1,Automatic
No,Yes,Yes,62,Fiber optic,Two year,No,115.55,No,4,2,462.2,231.1,Automatic
No,Yes,Yes,63,No,Two year,No,24.65,No,0,0,0.0,0.0,Automatic
No,No,No,53,DSL,One year,Yes,53.6,No,4,1,214.4,53.6,Electronic check
No,Yes,Yes,5,No,Month-to-month,No,19.45,No,0,0,0.0,0.0,Mailed check
Yes,Yes,No,49,Fiber optic,Month-to-month,Yes,88.2,No,3,0,264.6,0.0,Electronic check
No,Yes,Yes,62,Fiber optic,Two year,Yes,101.15,No,1,2,101.15,202.3,Automatic
No,Yes,No,55,DSL,Two year,No,56.8,No,3,0,170.39999999999998,0.0,Mailed check
Yes,Yes,No,71,Fiber optic,Two year,Yes,99.4,No,4,1,397.6,99.4,Electronic check
No,Yes,Yes,72,No,Two year,Yes,20.1,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,36,DSL,One year,No,60.7,No,3,2,182.10000000000002,121.4,Automatic
No,Yes,No,25,No,One year,Yes,20.95,No,0,0,0.0,0.0,Automatic
Yes,Yes,No,72,Fiber optic,Two year,Yes,114.85,No,4,2,459.4,229.7,Automatic
No,No,No,36,No,One year,Yes,19.25,No,0,0,0.0,0.0,Automatic
No,No,No,1,DSL,Month-to-month,Yes,62.8,No,0,2,0.0,125.6,Mailed check
No,Yes,No,72,Fiber optic,Two year,Yes,105.5,No,2,2,211.0,211.0,Electronic check
No,Yes,Yes,59,No,Two year,No,19.85,No,0,0,0.0,0.0,Mailed check
No,No,No,1,DSL,One year,No,74.1,No,2,2,148.2,148.2,Automatic
No,Yes,Yes,30,Fiber optic,Month-to-month,Yes,107.5,No,3,2,322.5,215.0,Electronic check
No,No,No,64,No,Two year,No,19.55,No,0,0,0.0,0.0,Mailed check
No,No,No,63,DSL,One year,No,68.8,No,4,0,275.2,0.0,Automatic
Yes,Yes,No,72,DSL,Two year,No,84.45,No,3,2,253.35000000000002,168.9,Automatic
No,No,No,62,DSL,Two year,No,84.5,No,3,2,253.5,169.0,Automatic
No,Yes,Yes,67,Fiber optic,Two year,Yes,111.2,No,3,2,333.6,222.4,Automatic
No,Yes,Yes,70,DSL,Two year,Yes,80.6,No,2,2,161.2,161.2,Automatic
Yes,No,No,20,Fiber optic,Month-to-month,No,80.7,No,0,1,0.0,80.7,Automatic
No,No,No,5,Fiber optic,Month-to-month,No,75.6,No,0,0,0.0,0.0,Electronic check
No,Yes,Yes,24,DSL,One year,No,57.6,No,3,2,172.8,115.2,Electronic check
No,Yes,No,72,Fiber optic,Two year,Yes,110.6,No,3,2,331.79999999999995,221.2,Automatic
No,Yes,Yes,66,DSL,Two year,Yes,58.2,No,3,0,174.60000000000002,0.0,Automatic
No,Yes,Yes,45,DSL,Two year,Yes,81.0,No,3,2,243.0,162.0,Mailed check
No,Yes,Yes,69,No,Two year,No,19.7,No,0,0,0.0,0.0,Automatic
No,No,No,28,DSL,Month-to-month,Yes,59.55,No,1,1,59.55,59.55,Automatic
No,No,No,36,DSL,One year,Yes,75.55,No,4,1,302.2,75.55,Mailed check
No,Yes,Yes,42,DSL,One year,Yes,45.1,No,2,1,90.2,45.1,Automatic
No,No,No,48,DSL,One year,Yes,70.95,No,2,1,141.9,70.95,Automatic
No,Yes,Yes,11,No,Two year,No,20.9,No,0,0,0.0,0.0,Automatic
No,No,No,7,No,Month-to-month,Yes,19.95,No,0,0,0.0,0.0,Mailed check
No,No,No,3,No,Month-to-month,No,24.6,No,0,0,0.0,0.0,Mailed check
No,No,No,8,DSL,Month-to-month,Yes,66.7,No,2,1,133.4,66.7,Electronic check
No,Yes,Yes,32,Fiber optic,One year,No,94.8,No,3,1,284.4,94.8,Mailed check
No,Yes,Yes,60,DSL,One year,Yes,65.85,No,4,0,263.4,0.0,Automatic
No,Yes,No,10,No,Month-to-month,Yes,19.95,No,0,0,0.0,0.0,Automatic
No,Yes,No,71,No,Two year,Yes,24.65,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,43,DSL,One year,Yes,51.25,No,3,1,153.75,51.25,Automatic
No,Yes,No,23,DSL,Month-to-month,No,54.25,No,2,0,108.5,0.0,Electronic check
No,Yes,No,72,No,Two year,No,19.4,No,0,0,0.0,0.0,Automatic
No,Yes,No,22,DSL,One year,Yes,56.25,No,2,0,112.5,0.0,Automatic
No,No,No,1,DSL,Month-to-month,Yes,25.15,No,0,0,0.0,0.0,Mailed check
No,No,No,69,No,Two year,No,23.95,No,0,0,0.0,0.0,Automatic
No,No,No,50,DSL,One year,Yes,35.4,No,2,0,70.8,0.0,Mailed check
No,Yes,No,15,Fiber optic,Month-to-month,No,75.35,No,1,0,75.35,0.0,Automatic
No,No,No,31,No,Two year,No,20.4,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,0,DSL,Two year,No,56.05,No,4,1,224.2,56.05,Automatic
No,No,No,8,No,Two year,No,20.0,No,0,0,0.0,0.0,Mailed check
No,Yes,Yes,64,DSL,One year,Yes,73.05,No,2,2,146.1,146.1,Automatic
No,Yes,No,28,No,Month-to-month,No,20.5,No,0,0,0.0,0.0,Mailed check
No,Yes,No,57,Fiber optic,One year,Yes,100.75,No,1,2,100.75,201.5,Automatic
No,No,No,19,No,Two year,Yes,19.95,No,0,0,0.0,0.0,Mailed check
No,Yes,No,51,DSL,Month-to-month,Yes,49.65,No,1,2,49.65,99.3,Electronic check
No,Yes,No,67,DSL,Two year,No,65.65,No,3,0,196.95000000000002,0.0,Mailed check
No,Yes,Yes,11,No,Month-to-month,Yes,20.45,No,0,0,0.0,0.0,Electronic check
No,Yes,Yes,72,DSL,Two year,No,60.95,No,3,2,182.85000000000002,121.9,Automatic
No,Yes,Yes,66,No,One year,Yes,20.35,No,0,0,0.0,0.0,Electronic check
No,No,No,9,No,Month-to-month,Yes,19.5,No,0,0,0.0,0.0,Electronic check
No,No,No,9,Fiber optic,Month-to-month,Yes,75.2,No,0,0,0.0,0.0,Automatic
No,Yes,No,48,Fiber optic,Month-to-month,Yes,111.45,No,3,2,334.35,222.9,Automatic
No,No,No,10,Fiber optic,Month-to-month,No,70.15,No,0,0,0.0,0.0,Mailed check
No,Yes,No,72,DSL,Two year,No,92.0,No,4,2,368.0,184.0,Automatic
No,Yes,Yes,51,DSL,Two year,No,85.5,No,4,2,342.0,171.0,Automatic
Yes,Yes,No,61,Fiber optic,Month-to-month,Yes,82.15,No,1,0,82.15,0.0,Electronic check
No,No,No,54,Fiber optic,One year,No,84.4,No,3,0,253.20000000000002,0.0,Electronic check
No,No,No,33,DSL,Month-to-month,Yes,60.9,No,2,0,121.8,0.0,Mailed check
No,No,No,27,No,Two year,Yes,20.25,No,0,0,0.0,0.0,Automatic
No,No,No,23,Fiber optic,Month-to-month,No,95.3,No,1,2,95.3,190.6,Mailed check
No,No,Yes,1,No,Month-to-month,No,19.85,No,0,0,0.0,0.0,Mailed check
No,Yes,Yes,45,DSL,Two year,Yes,84.35,No,4,2,337.4,168.7,Mailed check
No,Yes,Yes,39,No,Two year,Yes,19.85,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,72,DSL,Two year,No,82.3,No,4,1,329.2,82.3,Automatic
No,Yes,Yes,58,DSL,Month-to-month,Yes,66.8,No,1,1,66.8,66.8,Automatic
No,No,No,70,DSL,Two year,Yes,44.6,No,4,0,178.4,0.0,Automatic
No,Yes,Yes,61,Fiber optic,One year,Yes,98.45,No,2,2,196.9,196.9,Automatic
No,No,No,2,Fiber optic,Month-to-month,No,70.7,No,0,0,0.0,0.0,Mailed check
No,Yes,Yes,46,No,One year,No,24.95,No,0,0,0.0,0.0,Mailed check
No,No,No,48,Fiber optic,Two year,Yes,102.5,No,3,2,307.5,205.0,Automatic
No,No,No,64,DSL,Two year,No,86.55,No,3,2,259.65,173.1,Automatic
No,Yes,Yes,72,No,Two year,No,24.3,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,12,DSL,Month-to-month,Yes,58.35,No,1,1,58.35,58.35,Automatic
No,Yes,Yes,72,DSL,Two year,No,68.75,No,3,1,206.25,68.75,Automatic
No,Yes,No,29,Fiber optic,Month-to-month,Yes,85.8,No,2,0,171.6,0.0,Electronic check
No,Yes,Yes,33,No,One year,No,20.1,No,0,0,0.0,0.0,Automatic
No,No,No,1,No,Month-to-month,No,20.35,No,0,0,0.0,0.0,Mailed check
No,Yes,Yes,62,Fiber optic,One year,Yes,110.8,No,3,2,332.4,221.6,Electronic check
No,No,No,4,Fiber optic,Month-to-month,Yes,82.85,No,1,1,82.85,82.85,Automatic
No,No,No,24,Fiber optic,Month-to-month,Yes,84.35,No,2,0,168.7,0.0,Electronic check
No,Yes,Yes,14,No,One year,No,19.55,No,0,0,0.0,0.0,Mailed check
No,No,Yes,3,No,Month-to-month,No,19.95,No,0,0,0.0,0.0,Mailed check
No,No,No,8,DSL,Month-to-month,Yes,66.25,No,0,2,0.0,132.5,Electronic check
No,No,No,35,No,Two year,No,23.3,No,0,0,0.0,0.0,Automatic
No,No,Yes,66,No,Two year,Yes,25.3,No,0,0,0.0,0.0,Automatic
No,No,Yes,8,DSL,Two year,Yes,44.55,No,2,1,89.1,44.55,Mailed check
No,Yes,No,71,Fiber optic,One year,Yes,104.1,No,2,2,208.2,208.2,Automatic
No,Yes,Yes,43,Fiber optic,Month-to-month,Yes,92.55,No,1,1,92.55,92.55,Automatic
Yes,No,No,29,Fiber optic,Month-to-month,Yes,101.45,No,2,2,202.9,202.9,Automatic
No,Yes,Yes,65,Fiber optic,Two year,No,94.55,No,4,0,378.2,0.0,Automatic
No,No,No,35,Fiber optic,Month-to-month,No,95.5,No,2,1,191.0,95.5,Electronic check
No,No,No,64,Fiber optic,One year,Yes,100.3,No,2,2,200.6,200.6,Automatic
No,Yes,Yes,58,DSL,Two year,Yes,55.5,No,2,2,111.0,111.0,Automatic
Yes,No,No,18,DSL,Month-to-month,Yes,49.85,No,1,0,49.85,0.0,Automatic
No,Yes,Yes,67,Fiber optic,Month-to-month,Yes,89.55,No,1,1,89.55,89.55,Automatic
No,Yes,Yes,63,No,Two year,Yes,19.15,No,0,0,0.0,0.0,Mailed check
No,Yes,No,60,Fiber optic,Month-to-month,Yes,99.8,No,1,2,99.8,199.6,Electronic check
No,Yes,Yes,70,Fiber optic,Two year,Yes,113.05,No,4,2,452.2,226.1,Automatic
No,No,Yes,48,No,One year,No,19.95,No,0,0,0.0,0.0,Mailed check
No,Yes,No,12,DSL,Month-to-month,Yes,74.15,No,2,2,148.3,148.3,Electronic check
Yes,Yes,No,71,Fiber optic,One year,Yes,92.0,No,4,0,368.0,0.0,Electronic check
Yes,No,No,44,Fiber optic,Month-to-month,No,73.85,No,1,0,73.85,0.0,Electronic check
No,Yes,Yes,45,No,Two year,No,24.45,No,0,0,0.0,0.0,Mailed check
No,No,No,23,No,One year,No,24.8,No,0,0,0.0,0.0,Automatic
No,Yes,No,43,DSL,One year,Yes,64.85,No,1,1,64.85,64.85,Automatic
No,No,No,35,No,Month-to-month,No,20.75,No,0,0,0.0,0.0,Automatic
No,Yes,No,9,DSL,Month-to-month,Yes,68.95,No,3,1,206.85000000000002,68.95,Mailed check
Yes,Yes,No,65,Fiber optic,Month-to-month,Yes,109.4,No,3,2,328.20000000000005,218.8,Automatic
No,No,No,27,DSL,Month-to-month,No,49.0,No,0,0,0.0,0.0,Mailed check
No,No,No,40,DSL,One year,Yes,50.25,No,1,0,50.25,0.0,Mailed check
No,Yes,Yes,8,No,One year,No,19.9,No,0,0,0.0,0.0,Automatic
Yes,Yes,No,58,Fiber optic,One year,Yes,97.8,No,1,2,97.8,195.6,Automatic
No,Yes,Yes,52,Fiber optic,One year,No,100.3,No,2,2,200.6,200.6,Electronic check
No,Yes,No,3,DSL,Month-to-month,Yes,55.8,No,2,0,111.6,0.0,Mailed check
No,No,Yes,41,Fiber optic,Two year,Yes,111.15,No,4,2,444.6,222.3,Electronic check
No,No,No,20,Fiber optic,Month-to-month,Yes,98.55,No,1,2,98.55,197.1,Mailed check
No,No,Yes,1,DSL,Month-to-month,Yes,50.05,No,0,0,0.0,0.0,Electronic check
No,No,No,23,No,Month-to-month,No,20.85,No,0,0,0.0,0.0,Electronic check
Yes,No,No,6,No,Month-to-month,No,19.5,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,8,No,Month-to-month,Yes,19.35,No,0,0,0.0,0.0,Mailed check
No,No,No,18,DSL,Month-to-month,No,69.5,No,2,1,139.0,69.5,Mailed check
Yes,No,No,52,DSL,Month-to-month,Yes,48.8,No,1,2,48.8,97.6,Automatic
No,No,No,31,Fiber optic,Month-to-month,Yes,94.5,No,1,2,94.5,189.0,Electronic check
No,Yes,Yes,29,No,Month-to-month,Yes,20.65,No,0,0,0.0,0.0,Mailed check
No,Yes,No,36,Fiber optic,Two year,Yes,106.05,No,4,1,424.2,106.05,Automatic
No,Yes,No,42,Fiber optic,One year,Yes,108.3,No,2,2,216.6,216.6,Electronic check
No,No,No,60,Fiber optic,Two year,Yes,99.65,No,2,2,199.3,199.3,Electronic check
No,Yes,No,22,Fiber optic,Month-to-month,No,95.9,No,2,1,191.8,95.9,Automatic
No,Yes,No,36,No,One year,No,20.0,No,0,0,0.0,0.0,Mailed check
No,No,No,9,DSL,Month-to-month,No,64.95,No,2,1,129.9,64.95,Mailed check
No,Yes,Yes,1,Fiber optic,Month-to-month,No,74.6,No,1,0,74.6,0.0,Automatic
No,Yes,Yes,12,DSL,Month-to-month,Yes,49.2,No,1,0,49.2,0.0,Electronic check
No,No,No,23,DSL,One year,Yes,73.75,No,1,2,73.75,147.5,Mailed check
No,No,No,62,Fiber optic,One year,Yes,92.3,No,2,1,184.6,92.3,Automatic
No,No,No,8,No,Month-to-month,No,19.2,No,0,0,0.0,0.0,Mailed check
No,Yes,No,31,Fiber optic,Month-to-month,No,88.65,No,1,1,88.65,88.65,Automatic
No,Yes,Yes,45,Fiber optic,Month-to-month,Yes,95.95,No,2,1,191.9,95.95,Automatic
Yes,Yes,No,69,Fiber optic,Two year,No,105.4,No,2,2,210.8,210.8,Automatic
No,No,No,2,No,Month-to-month,No,20.25,No,0,0,0.0,0.0,Mailed check
No,No,No,44,DSL,One year,Yes,49.05,No,1,2,49.05,98.1,Electronic check
No,No,No,39,DSL,One year,No,35.55,No,2,0,71.1,0.0,Mailed check
No,Yes,Yes,72,DSL,Two year,Yes,65.1,No,4,2,260.4,130.2,Automatic
Yes,No,No,13,Fiber optic,Month-to-month,Yes,96.85,No,1,2,96.85,193.7,Electronic check
No,Yes,Yes,51,DSL,One year,Yes,69.75,No,3,1,209.25,69.75,Automatic
Yes,Yes,No,71,Fiber optic,Two year,Yes,99.2,No,2,2,198.4,198.4,Electronic check
No,No,No,56,Fiber optic,One year,Yes,106.8,No,2,2,213.6,213.6,Electronic check
No,No,No,1,DSL,Month-to-month,No,51.25,No,1,0,51.25,0.0,Mailed check
No,Yes,Yes,23,DSL,One year,Yes,57.75,No,3,0,173.25,0.0,Mailed check
Yes,Yes,No,66,DSL,One year,Yes,70.85,No,2,1,141.7,70.85,Automatic
No,No,No,1,No,Month-to-month,No,19.55,No,0,0,0.0,0.0,Mailed check
No,No,No,11,Fiber optic,Month-to-month,Yes,79.5,No,2,0,159.0,0.0,Automatic
No,Yes,Yes,52,Fiber optic,Month-to-month,No,98.15,No,3,1,294.45000000000005,98.15,Automatic
No,No,No,3,No,Month-to-month,Yes,20.25,No,0,0,0.0,0.0,Electronic check
No,Yes,Yes,51,Fiber optic,Month-to-month,Yes,79.15,No,2,0,158.3,0.0,Automatic
Yes,Yes,No,64,Fiber optic,Month-to-month,Yes,94.25,No,2,1,188.5,94.25,Electronic check
No,No,No,37,DSL,Month-to-month,Yes,40.2,No,1,1,40.2,40.2,Automatic
No,No,No,13,No,Two year,No,19.95,No,0,0,0.0,0.0,Mailed check
No,Yes,No,49,DSL,One year,Yes,55.35,No,1,0,55.35,0.0,Electronic check
Yes,No,No,45,Fiber optic,One year,Yes,102.15,No,1,2,102.15,204.3,Automatic
No,No,No,18,Fiber optic,Month-to-month,Yes,71.1,No,0,0,0.0,0.0,Electronic check
No,Yes,No,68,DSL,Two year,Yes,54.1,No,2,2,108.2,108.2,Automatic
No,No,No,54,No,Two year,No,19.65,No,0,0,0.0,0.0,Automatic
Yes,Yes,Yes,23,Fiber optic,Month-to-month,Yes,88.45,No,2,1,176.9,88.45,Automatic
No,Yes,No,71,DSL,Two year,No,80.4,No,4,1,321.6,80.4,Automatic
No,Yes,Yes,67,No,Two year,Yes,19.25,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,14,Fiber optic,Month-to-month,Yes,84.8,No,0,1,0.0,84.8,Electronic check
No,No,Yes,63,No,Two year,No,19.5,No,0,0,0.0,0.0,Automatic
No,No,No,41,DSL,One year,Yes,68.6,No,2,1,137.2,68.6,Electronic check
No,Yes,No,17,Fiber optic,Month-to-month,No,92.6,No,0,2,0.0,185.2,Electronic check
No,Yes,No,56,Fiber optic,One year,Yes,100.55,No,1,2,100.55,201.1,Electronic check
No,No,No,5,No,Month-to-month,No,20.55,No,0,0,0.0,0.0,Automatic
No,Yes,No,3,No,Month-to-month,Yes,19.6,No,0,0,0.0,0.0,Mailed check
No,No,No,37,DSL,One year,No,67.45,No,4,0,269.8,0.0,Electronic check
No,No,No,8,DSL,Month-to-month,No,43.55,No,0,0,0.0,0.0,Mailed check
No,No,No,63,Fiber optic,Month-to-month,Yes,109.85,No,3,2,329.54999999999995,219.7,Automatic
No,Yes,Yes,7,No,Month-to-month,No,20.65,No,0,0,0.0,0.0,Mailed check
No,No,No,3,Fiber optic,Month-to-month,No,95.4,No,1,2,95.4,190.8,Electronic check
No,Yes,Yes,72,No,Two year,No,21.0,No,0,0,0.0,0.0,Automatic
No,No,No,19,DSL,Month-to-month,Yes,56.2,No,0,1,0.0,56.2,Electronic check
No,Yes,No,59,No,Two year,No,18.4,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,35,No,Month-to-month,Yes,25.75,No,0,0,0.0,0.0,Electronic check
No,No,No,14,No,Month-to-month,No,19.6,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,69,No,Two year,No,19.8,No,0,0,0.0,0.0,Automatic
Yes,Yes,No,7,DSL,Month-to-month,No,64.2,No,3,0,192.60000000000002,0.0,Electronic check
No,Yes,Yes,69,DSL,Two year,Yes,75.75,No,4,1,303.0,75.75,Automatic
No,Yes,Yes,72,DSL,Two year,Yes,78.95,No,2,2,157.9,157.9,Electronic check
No,Yes,Yes,4,DSL,Month-to-month,No,50.3,No,1,0,50.3,0.0,Electronic check
No,Yes,Yes,63,Fiber optic,Month-to-month,Yes,80.3,No,2,0,160.6,0.0,Automatic
No,No,No,72,No,Two year,No,19.85,No,0,0,0.0,0.0,Automatic
No,No,No,46,No,Two year,Yes,21.1,No,0,0,0.0,0.0,Electronic check
No,Yes,No,30,DSL,Month-to-month,Yes,50.0,No,1,0,50.0,0.0,Mailed check
No,No,No,63,Fiber optic,Two year,Yes,104.75,No,2,2,209.5,209.5,Automatic
